osm_id,amenity_type,name,lat,lon,is_station
12286138916,pharmacy,Walgreens,41.7346935,-87.7031179,False
12288579153,pharmacy,CVS Pharmacy,41.9414669,-87.7267507,False
12305194760,convenience,SNKFuels,41.7727907,-87.6441635,False
12311998973,pharmacy,Walgreens,41.9289759,-87.8640207,False
12312844501,convenience,Houston Liquor and Food Inc,41.9540265,-87.6755172,False
12313768495,pharmacy,Walgreens,41.7188089,-87.8380604,False
12321821509,pharmacy,Walgreens,41.9077032,-87.9023654,False
12321821735,pharmacy,Walgreens,41.9090195,-87.8517735,False
12345137583,police,VA Police,41.8582451,-87.8424456,False
12346745023,convenience,Tidak bernama,41.8009367,-87.6893139,False
12346745025,convenience,Tidak bernama,41.8013437,-87.689359,False
12346745027,convenience,Tidak bernama,41.7935829,-87.7070653,False
12346745036,convenience,Cup Board Food & Liquors,41.793741,-87.7058091,False
12350433679,pharmacy,Walgreens,41.888403,-87.8351861,False
12416746699,pharmacy,Walgreens,41.780249,-87.6418666,False
12437100777,convenience,2P's Smoke Shop,42.0020292,-87.6718222,False
12443001784,convenience,SKM Convenience,41.9979852,-87.6674828,False
12487436655,convenience,Aladdin's Food,41.758258,-87.6310719,False
12488804911,pharmacy,Walgreens,41.9238664,-87.7474921,False
12488896040,pharmacy,Walgreens,41.8664535,-87.6396839,False
12507514119,pharmacy,Walgreens,41.8293724,-87.7698648,False
12521322953,pharmacy,Walgreens,41.8636034,-87.8519873,False
12521322993,pharmacy,Walgreens,41.862517,-87.8816456,False
12521322994,convenience,Shell,41.8630493,-87.901576,False
12521322995,convenience,Shell,41.8647848,-87.8350788,False
12530019705,convenience,BP Shop,41.8169888,-87.6316529,False
12530056133,convenience,Clark's Pump-N-Shop,41.7942609,-87.6737739,False
12547759427,convenience,Citgo,41.7560758,-87.632742,False
12579435110,supermarket,Super Food & Liquors,41.9835747,-87.6572101,False
12619876082,convenience,Piccadilly Market,41.968431,-87.6936166,False
12626228698,pharmacy,CVS Pharmacy,41.9126075,-87.6534392,False
12626258506,pharmacy,Walgreens,41.9404763,-87.6440959,False
12638280428,pharmacy,CVS Pharmacy,41.8514543,-87.7619952,False
12639715139,convenience,BP Shop,42.0171396,-87.8888475,False
12653022631,pharmacy,Walgreens,41.7199019,-87.7205179,False
12654067627,supermarket,One Stop Express,41.8779743,-87.8538549,False
12681707816,pharmacy,Walgreens,41.9250948,-87.711253,False
12682129118,pharmacy,Walgreens,41.8532261,-87.6358926,False
12685101588,pharmacy,CVS Pharmacy,41.9374861,-87.643884,False
12685859647,convenience,Hollywood Deli,41.9856393,-87.6554767,False
12700456772,convenience,BP Shop,41.9373364,-87.7073196,False
12700551993,pharmacy,CVS Pharmacy,41.9248501,-87.725727,False
12700551994,pharmacy,Walgreens,41.9111465,-87.7259645,False
12700551998,pharmacy,Walgreens,41.8075051,-87.7228071,False
